id,title,price,location,latitude,longitude,type,size,no_of_bedrooms,no_of_bathrooms,completion_status,amenities
7552352,Best Price | Contemporary and Elegantly Finished,485000,"Dubai, Town Square",25.010196,55.291467,Apartment,"603 sqft
                      /            56 sqm",1,1,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Covered Parking, Shared Gym, Shared Pool, "
7552604,Exclusive Apt | One Bedroom | Vacant Now,1125000,"Dubai, Palm Jumeirah, Golden Mile",25.111822,55.140521,Apartment,"1,300 sqft
                      /            121 sqm",1,1,Ready,
7553011,Cheapest Price | Downtown Views | Ready In 6 Mons,1000000,"Dubai, Downtown Dubai",25.202977,55.280662,Apartment,"681 sqft
                      /            63 sqm",1,2,Off-plan,
7553094,Elegant Studio Apartment in Business Bay,700000,"Dubai, Business Bay, Bay Square",25.18543,55.281516,Apartment,"563 sqft
                      /            52 sqm",studio,1,Ready,
7553095,"Well-managed Studio Apartment, Best Location",725000,"Dubai, Business Bay, Bay Square",25.185156,55.281116,Apartment,"692 sqft
                      /            64 sqm",studio,1,Ready,
7553096,"Magnificent 2 Bed Apartment, Well-Managed",1300000,"Dubai, Palm Jumeirah, Golden Mile",25.10813,55.145552,Apartment,"1,799 sqft
                      /            167 sqm",2,3,Ready,
7553527,Spacious 1 bedroom- 7 years direct payment plan!,778000,"Dubai, Al Barsha, Al Barsha South",25.07001,55.245729,Apartment,"730 sqft
                      /            68 sqm",1,2,Off-plan,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Children's Pool, Covered Parking, Lobby in Building, Pets Allowed, Security, Shared Gym, Shared Pool, View of Landmark, "
7554269,Exclusive | Marina View | Ready To Move In,2099999,"Dubai, Dubai Marina, Marina Gate",25.086575,55.147768,Apartment,"1,382 sqft
                      /            128 sqm",2,3,Ready,
7554308,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,17910000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"6,246 sqft
                      /            580 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Maid Service, Private Pool, View of Water, "
7554310,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,15460000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"4,331 sqft
                      /            402 sqm",3,4,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Kitchen Appliances, Private Pool, "
7554451,Unbeatable Price No Chiller 2BR Furjan near Metro,700000,"Dubai, Al Furjan",25.022618,55.14935,Apartment,"1,000 sqft
                      /            93 sqm",2,3,Ready,"Partly furnished, Balcony, Barbecue Area, Children's Play Area, Covered Parking, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, "
7554643,Exclusive | Brand New Studio | Lake Views,450000,"Dubai, Jumeirah Lake Towers, Lake Almas West",25.065355,55.13948,Apartment,"500 sqft
                      /            46 sqm",studio,1,Ready,
7554665,High Floor | Two Bedroom | Comnig vacant,1275000,"Dubai, Downtown Dubai, The Lofts",25.196593,55.269631,Apartment,"1,282 sqft
                      /            119 sqm",2,3,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Security, Shared Gym, Shared Pool, View of Water, "
7554713,ONE PALM EXPERTS| BEST VALUE & BEST CHOICE,15490000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"3,944 sqft
                      /            366 sqm",3,4,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Maid Service, Private Pool, View of Water, "
7554714,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,15830000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"3,554 sqft
                      /            330 sqm",3,4,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Private Pool, View of Water, "
7554923,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,15910000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"3,492 sqft
                      /            324 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Maid Service, Private Pool, View of Water, "
7557465,CALL ONE PALM EXPERT | BEST VALUE | BEST CHOICE,21990000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"6,252 sqft
                      /            581 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Private Pool, "
7557467,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,21870000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"5,188 sqft
                      /            482 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Private Pool, "
7557468,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,22640000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"5,505 sqft
                      /            511 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Private Pool, "
7557590,4% DLD WAIVER & 4YRS FREE SERVICE CHARGE |CALL NOW,1246305,"Dubai, Mohammed Bin Rashid City",25.171461,55.2758,Apartment,"780 sqft
                      /            72 sqm",1 + Maid,2,Off-plan,"Furnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Children's Pool, Concierge, Covered Parking, Kitchen Appliances, Lobby in Building, Maid Service, Maids Room, Pets Allowed, Security, Shared Gym, Shared Pool, Study, View of Landmark, View of Water, "
7557591,4% DLD WAIVER & 4YRS FREE SERVICE CHARGE |CALL NOW,2085804,"Dubai, Mohammed Bin Rashid City",25.171461,55.2758,Apartment,"1,109 sqft
                      /            103 sqm",2 + Maid,3,Off-plan,"Furnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Children's Pool, Concierge, Covered Parking, Kitchen Appliances, Lobby in Building, Maid Service, Maids Room, Pets Allowed, Security, Shared Gym, Shared Pool, Study, View of Landmark, View of Water, "
7557592,4% DLD WAIVER & 4YRS FREE SERVICE CHARGE |CALL NOW,1246305,"Dubai, Mohammed Bin Rashid City",25.171461,55.2758,Apartment,"780 sqft
                      /            72 sqm",1,2,Off-plan,"Furnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Children's Pool, Concierge, Covered Parking, Kitchen Appliances, Lobby in Building, Maid Service, Security, Shared Gym, Shared Pool, View of Landmark, "
7557747,Exclusive I End user choice 2 BR I Pool View,1400000,"Dubai, Dubai Hills Estate, Park Heights",25.109367,55.24798,Apartment,"1,358 sqft
                      /            126 sqm",2,2,,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Security, Shared Gym, Shared Pool, "
7557747,Exclusive I End user choice 2 BR I Pool View,1400000,"Dubai, Dubai Hills Estate, Park Heights",25.109367,55.24798,Apartment,"1,358 sqft
                      /            126 sqm",2,2,,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Security, Shared Gym, Shared Pool, "
7557800,Modern Finish | 2 Beds | Sea View | Vacant,2850000,"Dubai, Palm Jumeirah, Serenia Residences The Palm",25.132021,55.151405,Apartment,"1,350 sqft
                      /            125 sqm",2,2,Ready,
7558220,Spacious 4BR apt |Full marina and sea views,Ask for price,"Dubai, Jumeirah, Jumeirah Bay Island",25.215192,55.235827,Apartment,"4,174 sqft
                      /            388 sqm",4,7,Ready,
7558577,Exclusive | 1 Bed | Vacant | Garden View,1100000,"Dubai, Palm Jumeirah, Shoreline Apartments",25.11241,55.141658,Apartment,"1,144 sqft
                      /            106 sqm",1,1,Ready,
7558734,Sea View | A Type | Rented | Sunset View,3800000,"Dubai, Palm Jumeirah, Marina Residences",25.113366,55.13609,Apartment,"4,053 sqft
                      /            377 sqm",3,3,Ready,
7559549,BEST DEAL|1BR LAKE VIEW | RBC TOWER BUSINESS BAY,1100000,"Dubai, Business Bay",25.189282,55.289158,Apartment,"952 sqft
                      /            88 sqm",1,2,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Pets Allowed, Private Jacuzzi, Shared Gym, Shared Pool, "
7559728,Well Maintained I 1 Bedroom Apartment I Great Deal,650000,"Dubai, Greens, Al Ghozlan",25.091283,55.174064,Apartment,"767 sqft
                      /            71 sqm",1,1,,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Security, Shared Gym, Shared Pool, "
7560166,ONE PALM EXPERTS | BEST VALUE & BEST CHOICE,17130000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"4,595 sqft
                      /            427 sqm",3,4,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Private Pool, "
7560167,ONE PALM EXPERTS | BEST VALUE UNITS | BEST CHOICE,22260000,"Dubai, Palm Jumeirah",25.10355,55.168509,Apartment,"4,923 sqft
                      /            457 sqm",4,5,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Maid Service, Private Pool, View of Water, "
7560257,Prime Location | Amazing View | Vacant Now,Ask for price,"Dubai, Palm Jumeirah, Oceana",25.110165,55.137511,Apartment,"2,440 sqft
                      /            227 sqm",3,3,Ready,
7560368,BALCONY - LARGE STUDIO - VACANT,490000,"Dubai, Business Bay, Capital Bay",25.17667,55.272389,Apartment,"563 sqft
                      /            52 sqm",studio,1,Ready,
7560483,Reduced | Full Park View | Best Layout | Vacant,2800000,"Dubai, Dubai Hills Estate, Park Heights",25.107984,55.244923,Apartment,"1,993 sqft
                      /            185 sqm",3,4,Ready,"Unfurnished, Balcony, Children's Play Area, Covered Parking, Pets Allowed, Shared Pool, View of Water, "
7560989,Deal 1BR + Study + Balcony | Roof Top Garden,450000,"Dubai, Jumeirah Village Circle",25.047032,55.206605,Apartment,"1,105 sqft
                      /            103 sqm",1,2,Ready,"Unfurnished, Balcony, Central A/C, Kitchen Appliances, Security, Shared Gym, Shared Pool, Study, "
7561588,Last Chance 0% Commission | Best Offer in Town,1400000,"Dubai, Town Square, Zahra Breeze Apartments",25.005442,55.293914,Apartment,"1,450 sqft
                      /            135 sqm",3,3,Off-plan,"Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Shared Gym, Shared Pool, View of Landmark, "
7561589,Upgraded 2 Bed | Full Lake View | Fully Furnished,1700000,"Dubai, Jumeirah Lake Towers, Lake Almas West",25.065886,55.138246,Apartment,"1,992 sqft
                      /            185 sqm",2,2,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Kitchen Appliances, Shared Gym, Shared Pool, "
7563303,Mid Floor - Unfurnished - Atlantis View,3000000,"Dubai, Palm Jumeirah, Oceana",25.111229,55.136449,Apartment,"2,279 sqft
                      /            212 sqm",3,4,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Kitchen Appliances, Shared Gym, Shared Pool, "
7563353,3 BR Zahra | Selling Fast | Don’t Miss Out,1125888,"Dubai, Town Square, Zahra Breeze Apartments",25.005559,55.294912,Apartment,"1,850 sqft
                      /            172 sqm",3,4,Off-plan,"Unfurnished, Central A/C, Concierge, Covered Parking, Shared Pool, "
7563418,Exclusive | Motivated Seller | 7% Net ROI,1150000,"Dubai, Jumeirah Beach Residence, Murjan",25.082397,55.14066,Apartment,"1,396 sqft
                      /            130 sqm",2,3,Ready,"Unfurnished, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Kitchen Appliances, Pets Allowed, "
7563538,Upgraded | 3+Maid| Beautiful Views | High Floor,1499000,"Dubai, Dubai Marina",25.087042,55.148385,Apartment,"1,721 sqft
                      /            160 sqm",3,3,Ready,"Unfurnished, Balcony, Built in Wardrobes, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, "
7563581,Fully Furnished | Upgraded 1BR| Vacant on Transfer,990000,"Dubai, Al Sufouh, Al Sufouh 2",25.108984,55.177657,Apartment,"722 sqft
                      /            67 sqm",1,2,Ready,"Furnished, Balcony, Central A/C, Children's Play Area, Concierge, Covered Parking, Kitchen Appliances, Shared Gym, Shared Pool, "
7563960,2 Bed | Maids |  Lake View | New Kitchen,1400000,"Dubai, Jumeirah Lake Towers, Green Lake Towers",25.078262,55.148669,Apartment,"1,680 sqft
                      /            156 sqm",2,4,Ready,
7564463,Pay 10% and Move-In | 5 Yrs Post Handover PP,590888,"Dubai, Town Square",25.005753,55.295312,Apartment,"546 sqft
                      /            51 sqm",1,2,Off-plan,"Unfurnished, Central A/C, Concierge, Covered Parking, Shared Pool, "
7564465,Affordable Home in DHE | 3 Yrs Post Handover,749888,"Dubai, Dubai Hills Estate",25.099132,55.243982,Apartment,"482 sqft
                      /            45 sqm",1,2,Off-plan,"Unfurnished, Balcony, Central A/C, Concierge, Covered Parking, Kitchen Appliances, Shared Gym, Shared Pool, View of Landmark, "
7564640,CENTER OF THE CITY | BEST PRICE | PAY ONLY 10% NOW,796195,"Dubai, Mohammed Bin Rashid City, Sobha Hartland",25.177819,55.308533,Apartment,"493 sqft
                      /            46 sqm",1,1,Off-plan,"Unfurnished, Balcony, Central A/C, Shared Pool, View of Landmark, View of Water, "
7565828,Priced to Sell | Spacious 1 Bed | Excellent Buy,700000,"Dubai, Meydan, Meydan Avenue",25.145181,55.288017,Apartment,"835 sqft
                      /            78 sqm",1,2,Ready,"Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Pets Allowed, Security, Shared Gym, Shared Pool, Walk-in Closet, "
7566232,Upgraded Unit | low Floor | A Must View,1055000,"Dubai, Palm Jumeirah, Shoreline Apartments",25.107353,55.148401,Apartment,"1,173 sqft
                      /            109 sqm",1,1,Ready,
7566522,Pay 20% and Move In | Ready | 4% DLD Waiver,1100000,"Dubai, Town Square",25.01057,55.289787,Apartment,"1,462 sqft
                      /            136 sqm",3,3,Off-plan,"Unfurnished, Built in Wardrobes, Central A/C, Shared Gym, Shared Pool, View of Landmark, "
7567106,SUPER CHEAP Incredible Terrace - Ultra High Floor,3600000,"Dubai, Downtown Dubai, Forte",25.195236,55.268641,Apartment,"2,583 sqft
                      /            240 sqm",3,4,Off-plan,"Unfurnished, Balcony, Central A/C, Concierge, Covered Parking, Shared Pool, View of Landmark, "
7568118,Full Marina View | Best Deal On The Market,1575000,"Dubai, Dubai Marina",25.08333,55.144753,Apartment,"1,150 sqft
                      /            107 sqm",2,3,Ready,"Unfurnished, Barbecue Area, Shared Pool, "
7568161,Higher Floor 2 Bedroom Unit With Golf View,2000000,"Dubai, Greens, The Onyx Towers",25.096545,55.168784,Apartment,"1,693 sqft
                      /            157 sqm",2,3,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, "
7568220,"Genuine Listing, Ground Floor, Vacant Unit",900000,"Dubai, Dubai Hills Estate, Park Heights",25.109367,55.24798,Apartment,"1,000 sqft
                      /            93 sqm",1,2,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, "
7568238,Luxury 2 bed Apartment for Sale |Furnished,2099999,"Dubai, Dubai Marina, Marina Gate",25.086575,55.147768,Apartment,"1,381 sqft
                      /            128 sqm",2,3,Ready,"Furnished, Balcony, Built in Wardrobes, Children's Play Area, Concierge, Covered Parking, Shared Pool, View of Water, "
7569576,Investor's Deal Furnished Studio in Al Furjan,420000,"Dubai, Al Furjan",25.021571,55.155419,Apartment,"442 sqft
                      /            41 sqm",studio,1,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Gym, Private Pool, Security, Shared Pool, "
7569595,Negotiable! 1 BR in Executive Bay for SALE,849999,"Dubai, Business Bay, Executive Bay",25.178582,55.26624,Apartment,"685 sqft
                      /            64 sqm",1,2,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Kitchen Appliances, Security, Shared Gym, Shared Pool, "
7570143,Full View of Burj Khalifa|3br @4.9M| Call Now,4900000,"Dubai, Downtown Dubai, The Address Residence Fountain Views",25.195751,55.283223,Apartment,"2,157 sqft
                      /            200 sqm",3,4,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maid Service, Shared Pool, Shared Spa, View of Landmark, View of Water, Walk-in Closet, "
7570239,Hi ROI|Close to Schools|Hospital|Metro|Easy Resale,750000,"Dubai, Greens, Al Alka",25.0902,55.175145,Apartment,"758 sqft
                      /            70 sqm",1,1,Ready,"Unfurnished, Barbecue Area, Built in Wardrobes, Central A/C, Covered Parking, Shared Pool, "
7570740,"Type A, Well Maintained and Upgraded, Just Rented",1900000,"Dubai, Palm Jumeirah, Shoreline Apartments",25.107353,55.148401,Apartment,"2,223 sqft
                      /            207 sqm",3,4,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Lobby in Building, Maid Service, Security, View of Water, "
7570841,"Investment Opportunity, Tenanted 2 Bed Apt",1400000,"Dubai, Meydan, Meydan Avenue",25.145181,55.288017,Apartment,"1,534 sqft
                      /            143 sqm",2,3,Ready,
7571166,Beach front living | Ready this year-2020,1780000,"Dubai, Jumeirah, La Mer",25.240419,55.25277,Apartment,"1,200 sqft
                      /            111 sqm",2 + Maid,2,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Pets Allowed, Security, Shared Gym, Shared Pool, View of Landmark, View of Water, Walk-in Closet, "
7571205,50% POST HANDOVER | Beach Access | Five Star,1754888,"Dubai, Palm Jumeirah",25.111902,55.138103,Apartment,"1,131 sqft
                      /            105 sqm",2,3,Off-plan,"Furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Pets Allowed, Shared Pool, View of Landmark, Walk-in Closet, "
7571266,2 Bed | Large Terrace | Boulevard Point,2350000,"Dubai, Downtown Dubai",25.19331,55.280919,Apartment,"1,858 sqft
                      /            173 sqm",2,3,Ready,
7571744,Rare 1 Bedroom | Best Deal in Vida Dubai Marina,Ask for price,"Dubai, Dubai Marina",25.072696,55.13586,Apartment,"998 sqft
                      /            93 sqm",1,2,Off-plan,"Unfurnished, Built in Wardrobes, Concierge, Covered Parking, Shared Gym, Shared Pool, View of Water, "
7571762,Bldg 01| Type B | Amazing Full Sea View,2350000,"Dubai, Palm Jumeirah, Marina Residences",25.11257,55.136701,Apartment,"2,524 sqft
                      /            234 sqm",3 + Maid,4,Ready,"Unfurnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Shared Gym, Shared Pool, View of Water, "
7572649,Hottest Resale Deal | Must Sell Today | Below OP,1100000,"Dubai, Dubai Marina",25.072696,55.13586,Apartment,"1,005 sqft
                      /            93 sqm",1,2,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Concierge, Covered Parking, Shared Gym, Shared Pool, View of Water, "
7572727,One Bedroom | Yansoon | Burj Khalifa View,1095000,"Dubai, Old Town, Yansoon",25.19236,55.280033,Apartment,"781 sqft
                      /            73 sqm",1,1,Ready,
7572958,Corner Unique 1 BR Apt l Modern Style l Best Price,525000,"Dubai, Town Square",25.010196,55.291467,Apartment,"697 sqft
                      /            65 sqm",1,1,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Shared Pool, "
7572983,Motivated Seller | Ready Dec 2020 | Low Floor,1290000,"Dubai, Jumeirah, La Mer",25.240419,55.25277,Apartment,"831 sqft
                      /            77 sqm",1,2,Off-plan,
7573028,Modern and Sophisticated 1 BR Apt l Best Price,500000,"Dubai, Town Square",25.010196,55.291467,Apartment,"589 sqft
                      /            55 sqm",1,1,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Shared Pool, "
7574237,Large 2 Bedrooms West side Marina,990000,"Dubai, Dubai Marina",25.069944,55.133324,Apartment,"1,500 sqft
                      /            139 sqm",2,3,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Covered Parking, Kitchen Appliances, Shared Gym, Shared Pool, View of Water, "
7575254,Vacant 1 Bedroom Apt Pool and Opera View,1025000,"Dubai, Downtown Dubai, Standpoint Towers",25.196398,55.271002,Apartment,"740 sqft
                      /            69 sqm",1,2,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, View of Water, "
7576653,Great Deal | Pay 50% and Move In | 2% DLD Waiver,761888,"Dubai, Dubai Hills Estate",25.099132,55.243982,Apartment,"486 sqft
                      /            45 sqm",1,2,Off-plan,"Unfurnished, Balcony, Concierge, Covered Parking, Shared Gym, Shared Pool, "
7576654,Ultra Luxury | 75% Post Handover for 5Years,18614888,"Dubai, Downtown Dubai, Opera District",25.196489,55.272126,Apartment,"5,383 sqft
                      /            500 sqm",4,5,Off-plan,"Unfurnished, Built in Wardrobes, Concierge, Covered Parking, Shared Pool, "
7576656,Stunning Burj Khalifa View | Great Price,1430000,"Dubai, Downtown Dubai",25.202977,55.280662,Apartment,"723 sqft
                      /            67 sqm",1,2,Off-plan,
7576656,Stunning Burj Khalifa View | Great Price,1430000,"Dubai, Downtown Dubai",25.202977,55.280662,Apartment,"723 sqft
                      /            67 sqm",1,2,Off-plan,
7576729,2 Bedroom | Lake View | Vacant On Transfer,1550000,"Dubai, The Views, Mosela",25.088728,55.17331,Apartment,"1,418 sqft
                      /            132 sqm",2,2,Ready,
7576793,Stunning Burj Khalifa View | Ready Soon,2750000,"Dubai, Downtown Dubai",25.202977,55.280662,Apartment,"1,236 sqft
                      /            115 sqm",2,3,Off-plan,"Unfurnished, Balcony, Concierge, "
7576907,Spacious and Furnished 1BR Apartment | High Floor,1150000,"Dubai, Downtown Dubai, Standpoint Towers",25.196398,55.271002,Apartment,"713 sqft
                      /            66 sqm",1,1,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Covered Parking, Shared Gym, Shared Pool, "
7578550,New and Exclusive | 1 Bed | Penthouse Level,1150000,"Dubai, Palm Jumeirah, Shoreline Apartments",25.106668,55.149275,Apartment,"1,184 sqft
                      /            110 sqm",1,1,Ready,
7578589,Fully Furnished | Huge Balcony | Sea View,2000000,"Dubai, Palm Jumeirah, The Fairmont Palm Residences",25.108728,55.142382,Apartment,"2,164 sqft
                      /            201 sqm",2,3,Ready,"Furnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Shared Pool, "
7578696,Brand New | Pool and Park view| Luxurious 2BR,1290000,"Dubai, Dubai Hills Estate, Park Heights",25.109367,55.24798,Apartment,"1,362 sqft
                      /            127 sqm",2,3,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Pets Allowed, Security, Shared Gym, Shared Pool, Walk-in Closet, "
7579243,FULL BURJ VIEWS - RESALE - OFFERS WELCOME,1700000,"Dubai, Downtown Dubai",25.19168,55.280175,Apartment,"934 sqft
                      /            87 sqm",2,3,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Shared Pool, "
7579317,Bespoke upgrades | Spacious | High floor,2349000,"Dubai, Dubai Marina",25.089833,55.150625,Apartment,"2,979 sqft
                      /            277 sqm",3 + Maid,4,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Concierge, Covered Parking, Maids Room, Security, Shared Gym, Shared Pool, View of Landmark, "
7579589,"Stunning Views, Great Amenities with Payment Plan",1976504,"Dubai, Business Bay",25.184873,55.292277,Apartment,"1,165 sqft
                      /            108 sqm",1,2,Off-plan,"Partly furnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Kitchen Appliances, Pets Allowed, Private Jacuzzi, Private Pool, Shared Gym, "
7579647,Boulevard View| The Largest | High Floor | Vacant,1900000,"Dubai, Downtown Dubai, BLVD Crescent",25.191719,55.270677,Apartment,"1,538 sqft
                      /            143 sqm",2,3,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Covered Parking, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, View of Water, "
7579722,Ready for Occupancy | Studio Apt | Furnished,610000,"Dubai, Business Bay",25.186573,55.282071,Apartment,"477 sqft
                      /            44 sqm",studio,1,Ready,"Furnished, Built in Wardrobes, Central A/C, Security, Shared Gym, Shared Pool, View of Water, "
7579855,"Best location, Negotiable Price, Renovated",1900000,"Dubai, Palm Jumeirah, Oceana",25.110165,55.137511,Apartment,"1,890 sqft
                      /            176 sqm",2,2,Ready,
7580174,Offers are Welcome | Garden View | Furnished,1100000,"Dubai, Palm Jumeirah, Grandeur Residences",25.098745,55.121042,Apartment,"1,101 sqft
                      /            102 sqm",1,2,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Children's Play Area, Kitchen Appliances, Pets Allowed, Private Jacuzzi, Shared Gym, Shared Pool, "
7580516,5 Years Post Handover | Excellent Finish,429000,"Dubai, Dubai Sports City",25.037035,55.205416,Apartment,"460 sqft
                      /            43 sqm",studio,,Ready,
7580761,Spacious 2 Bed | Study Room | Lake Views,1300000,"Dubai, The Views, Turia",25.093319,55.168887,Apartment,"1,342 sqft
                      /            125 sqm",2,2,Ready,
7580937,Highest Floor | Vacant | Spectacular Marina View,1460000,"Dubai, Dubai Marina, Marina Gate",25.086575,55.147768,Apartment,"868 sqft
                      /            81 sqm",1,,Ready,"Unfurnished, Balcony, Built in Wardrobes, Concierge, Covered Parking, Kitchen Appliances, Pets Allowed, Shared Gym, Shared Pool, Shared Spa, View of Landmark, View of Water, "
7581130,VACANT NOW - High floor - 3 bedroom Apartment,3450000,"Dubai, Palm Jumeirah, Tiara Residences",25.116492,55.141387,Apartment,"2,260 sqft
                      /            210 sqm",3,3,Ready,
7581146,Exclusive | Full Panoramic Golf Course View,1999999,"Dubai, The Views, Panorama at the Views",25.086886,55.173227,Apartment,"1,660 sqft
                      /            154 sqm",3 + Maid,4,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Kitchen Appliances, Maids Room, Pets Allowed, Private Garden, Shared Gym, Shared Pool, View of Water, "
7581230,Spacious 1BR + Study with Private Garden,1650000,"Dubai, Dubai Marina, Emaar 6 Towers",25.085305,55.149287,Apartment,"1,860 sqft
                      /            173 sqm",1,2,Ready,"Unfurnished, Balcony, Barbecue Area, Built in Wardrobes, Central A/C, Children's Play Area, Concierge, Covered Parking, Pets Allowed, Private Garden, Shared Gym, Shared Pool, Study, "
7581450,BEST PRICE |FACING MARINA & SEA |READY TO MOVE,7000000,"Dubai, Jumeirah, Jumeirah Bay Island",25.215192,55.235827,Apartment,"1,934 sqft
                      /            180 sqm",2,2,Off-plan,"Unfurnished, Balcony, Built in Wardrobes, Shared Gym, Shared Pool, View of Landmark, View of Water, Walk-in Closet, "
7581627,Exclusive Furnished 1 Bed Unit in Cluster C,820000,"Dubai, Jumeirah Lake Towers, Lake Almas West",25.068729,55.139815,Apartment,"640 sqft
                      /            59 sqm",1,1,Ready,"Furnished, Central A/C, Covered Parking, Shared Gym, Shared Pool, "
7581786,Huge Terrace | Upgraded | VOT | Amazing Deal | Unique,1525000,"Dubai, Downtown Dubai, Standpoint Towers",25.196398,55.271002,Apartment,"1,740 sqft
                      /            162 sqm",2,2,Ready,"Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, "
